RefNo,Time_Stamp,X_Acceleration,Y_Acceleration,Z_Acceleration,AmbientTemp,BeltTemp,MotorCurrent,DrivenRPM,DriveRPM,,
382,2019_04_08 15:35:29,0.9022,-2.3928,7.61,31.75,32.03,7.91,720,750,,
383,2019_04_08 15:35:30,1.7652,-0.2746,8.2768,31.75,32.03,8.35,780,750,,
384,2019_04_08 15:35:31,4.5503,-2.4713,8.4729,31.73,32.05,7.568,720,780,,
385,2019_04_08 15:35:32,-0.5492,-4.0011,7.2569,31.75,32.05,8.154,780,780,,
386,2019_04_08 15:35:33,2.5497,0.2354,7.963,31.75,32.03,7.666,720,720,,
387,2019_04_08 15:35:34,0.1569,-1.5298,8.0022,31.75,32.09,8.105,720,780,,
388,2019_04_08 15:35:35,2.5497,-2.0398,7.4531,31.71,32.05,7.031,780,750,,
389,2019_04_08 15:35:36,0.5099,-2.1967,7.8845,31.75,32.09,6.982,720,750,,
390,2019_04_08 15:35:37,0.9022,-0.3923,7.4923,31.75,31.99,7.568,750,780,,
391,2019_04_08 15:35:38,0.7845,0.0392,7.963,31.77,32.11,7.568,750,720,,
392,2019_04_08 15:35:39,1.0591,-1.1376,7.5315,31.75,32.09,7.813,720,780,,
393,2019_04_08 15:35:40,-1.726,-1.9613,8.9044,31.73,32.11,7.275,750,720,,
394,2019_04_08 15:35:41,0.5492,-2.8635,7.7276,31.73,32.05,8.105,750,780,,
395,2019_04_08 15:35:42,-0.3138,-1.7652,7.4531,31.73,32.09,7.275,720,750,,
396,2019_04_08 15:35:43,-1.216,-2.1967,8.1199,31.77,32.17,7.422,720,750,,
397,2019_04_08 15:35:44,2.1575,-0.863,8.6691,31.73,32.11,6.885,780,750,,
398,2019_04_08 15:35:45,0.2746,-0.353,8.0415,31.77,32.21,8.008,720,750,,
399,2019_04_08 15:35:46,2.0006,-0.3138,8.3553,31.77,32.11,7.813,720,720,,
400,2019_04_08 15:35:47,2.3536,-1.1768,8.2376,31.77,32.17,7.227,720,780,,
401,2019_04_08 15:35:48,1.216,-1.2945,8.3553,31.77,32.17,7.275,750,720,,
402,2019_04_08 15:35:49,0,-2.2751,7.9238,31.77,32.21,7.617,750,780,,
403,2019_04_08 15:35:50,0.5099,-2.079,7.9238,31.73,32.21,7.129,720,720,,
404,2019_04_08 15:35:51,1.0983,-1.3337,7.6884,31.79,32.21,7.715,720,750,,
405,2019_04_08 15:35:52,1.9221,0,7.6884,31.75,32.21,7.178,720,750,,
406,2019_04_08 15:35:53,1.5691,-2.079,8.3553,31.75,32.21,8.203,720,720,,
407,2019_04_08 15:35:54,2.0398,-0.6276,8.316,31.77,32.25,7.764,720,780,,
408,2019_04_08 15:35:55,2.5105,-3.7658,9.1006,31.77,32.19,7.471,750,720,,
409,2019_04_08 15:35:56,0.3138,-3.805,7.8453,31.73,32.13,8.105,750,720,,
410,2019_04_08 15:35:57,0.353,-2.0398,7.8845,31.75,32.19,7.666,720,780,,
411,2019_04_08 15:35:58,1.8044,-2.2751,7.7669,31.77,32.25,8.057,720,720,,
412,2019_04_08 15:35:59,1.2553,-1.3729,7.4531,31.77,32.25,7.08,720,720,,
413,2019_04_08 15:36:00,1.3729,-2.9028,7.5315,31.77,32.25,7.715,720,780,,
414,2019_04_08 15:36:01,1.1768,-2.7851,7.7669,31.75,32.39,7.129,720,720,,
415,2019_04_08 15:36:02,1.2553,-1.8044,7.4923,31.77,32.39,7.861,750,750,,
416,2019_04_08 15:36:03,1.2945,-0.3923,8.2768,31.77,32.27,7.08,750,750,,
417,2019_04_08 15:36:04,3.7658,-0.353,8.4729,31.77,32.33,7.617,720,720,,
418,2019_04_08 15:36:05,1.3337,-0.863,7.8845,31.77,32.33,7.617,720,750,,
419,2019_04_08 15:36:06,0.6276,-1.9613,7.5707,31.77,32.31,6.787,720,750,,
420,2019_04_08 15:36:07,1.8829,-4.1972,7.8061,31.75,32.19,8.105,720,720,,
421,2019_04_08 15:36:08,0.8238,-1.216,7.9238,31.79,32.33,7.813,720,750,,
422,2019_04_08 15:36:09,-0.3138,-2.3536,8.2376,31.79,32.31,7.129,720,750,,
423,2019_04_08 15:36:10,0.9414,-2.5497,7.6492,31.79,32.31,6.836,720,720,,
424,2019_04_08 15:36:11,0.0785,-3.1774,7.7669,31.77,32.31,7.617,720,720,,
425,2019_04_08 15:36:12,0.1569,-0.9022,8.0022,31.79,32.27,8.057,720,780,,
426,2019_04_08 15:36:13,-0.2354,-1.6867,8.3553,31.79,32.27,8.008,720,720,,
427,2019_04_08 15:36:14,3.3735,-0.8238,8.6691,31.75,32.39,7.031,720,720,,
428,2019_04_08 15:36:15,0.1569,-1.2945,7.61,31.77,32.33,7.031,720,750,,
429,2019_04_08 15:36:16,2.5497,-2.6674,8.2376,31.79,32.27,7.959,720,750,,
430,2019_04_08 15:36:17,-1.1376,-0.353,7.7276,31.79,32.33,7.764,720,720,,
431,2019_04_08 15:36:18,4.2365,-1.6475,8.9437,31.79,32.41,7.715,720,720,,
432,2019_04_08 15:36:19,1.3729,-3.4127,7.2961,31.77,32.31,7.813,750,720,,
433,2019_04_08 15:36:20,3.1381,-3.4912,8.826,31.77,32.31,6.982,690,780,,
434,2019_04_08 15:36:21,2.432,-0.5884,8.3553,31.79,32.33,7.861,720,720,,
435,2019_04_08 15:36:22,0.3138,-0.7061,8.0807,31.81,32.31,7.959,720,720,,
436,2019_04_08 15:36:23,0.9807,-1.8044,8.1984,31.79,32.33,7.08,720,720,,
437,2019_04_08 15:36:24,-0.4315,-0.2354,8.0415,31.79,32.31,6.934,720,750,,
438,2019_04_08 15:36:25,3.5304,-0.353,9.1006,31.81,32.45,7.129,720,750,,
439,2019_04_08 15:36:26,0.9807,-0.7845,7.8845,31.79,32.41,7.813,720,720,,
440,2019_04_08 15:36:27,-0.1177,-1.6083,7.5707,31.77,32.41,7.861,720,720,,
441,2019_04_08 15:36:28,-0.1961,-0.4315,8.2376,31.81,32.45,6.982,720,720,,
442,2019_04_08 15:36:29,2.3144,-1.9613,8.5514,31.79,32.47,7.178,750,780,,
443,2019_04_08 15:36:30,3.0597,-1.9221,8.3553,31.81,32.47,6.836,720,720,,
444,2019_04_08 15:36:31,2.6282,-2.2751,8.1199,31.77,32.45,6.982,720,720,,
445,2019_04_08 15:36:32,1.3729,-0.9414,7.963,31.81,32.41,7.324,720,720,,
446,2019_04_08 15:36:33,3.805,-1.0591,8.3553,31.81,32.47,7.764,690,780,,
447,2019_04_08 15:36:34,-0.1569,-1.5691,7.6884,31.81,32.47,7.959,720,720,,
448,2019_04_08 15:36:35,0.3923,-2.079,8.2376,31.83,32.55,7.373,720,720,,
449,2019_04_08 15:36:36,2.5105,-1.4514,8.0807,31.83,32.53,7.715,720,720,,
450,2019_04_08 15:36:37,2.9812,-1.3337,8.1199,31.83,32.55,7.861,720,720,,
451,2019_04_08 15:36:38,2.2751,-2.1575,7.8845,31.87,32.47,7.568,720,720,,
452,2019_04_08 15:36:39,-0.7845,-1.9613,7.4138,31.81,32.39,7.813,720,720,,
453,2019_04_08 15:36:40,-0.353,-0.4707,7.4138,31.83,32.41,7.666,720,720,,
454,2019_04_08 15:36:41,1.4906,-1.2553,7.8453,31.81,32.41,7.617,720,780,,
455,2019_04_08 15:36:42,0.5884,-1.4122,7.7669,31.81,32.53,7.275,690,720,,
456,2019_04_08 15:36:44,2.1967,-1.6867,8.1199,31.81,32.45,7.813,690,720,,
457,2019_04_08 15:36:44,1.1768,-2.432,7.4138,31.87,32.45,6.787,720,720,,
458,2019_04_08 15:36:45,0.1961,-2.1575,8.3945,31.83,32.55,7.617,720,720,,
459,2019_04_08 15:36:46,2.0398,-2.942,7.963,31.83,32.53,6.885,720,720,,
460,2019_04_08 15:36:47,-1.4514,-3.5304,7.7669,31.81,32.49,7.52,690,720,,
461,2019_04_08 15:36:48,1.5691,-0.9022,8.0022,31.83,32.55,7.422,690,720,,
462,2019_04_08 15:36:49,-0.1569,-2.7459,7.5707,31.83,32.55,7.715,720,720,,
463,2019_04_08 15:36:50,0.353,-1.7652,8.1199,31.87,32.55,7.568,720,720,,
464,2019_04_08 15:36:51,-0.5492,-2.3928,7.4923,31.83,32.55,6.689,690,720,,
465,2019_04_08 15:36:52,1.1768,-1.6475,7.9238,31.83,32.49,6.787,690,720,,
466,2019_04_08 15:36:53,0.863,-2.3536,7.5707,31.83,32.55,7.568,720,720,,
467,2019_04_08 15:36:54,-0.4315,-2.7851,7.3354,31.87,32.55,7.275,720,720,,
468,2019_04_08 15:36:55,1.6867,-1.6475,7.8845,31.79,32.53,7.813,690,720,,
469,2019_04_08 15:36:56,0.7453,-0.9414,8.0415,31.87,32.49,6.982,690,690,,
470,2019_04_08 15:36:57,0.4315,-1.5691,7.4923,31.83,32.59,6.836,720,720,,
471,2019_04_08 15:36:58,1.0199,-1.216,7.963,31.83,32.53,6.885,720,690,,
472,2019_04_08 15:36:59,0.8238,-2.1182,7.4138,31.87,32.63,7.568,660,720,,
473,2019_04_08 15:37:00,1.9221,-1.8437,8.0807,31.83,32.59,7.91,720,720,,
474,2019_04_08 15:37:01,0.1569,-1.4122,7.8453,31.89,32.55,7.568,720,720,,
475,2019_04_08 15:37:02,1.0199,-1.1768,8.6691,31.83,32.59,7.568,690,720,,
476,2019_04_08 15:37:03,0.4707,-1.4514,7.7669,31.87,32.49,7.129,690,720,,
477,2019_04_08 15:37:04,2.4713,-0.7061,8.1199,31.87,32.45,7.91,720,720,,
478,2019_04_08 15:37:05,-1.7652,-0.8238,7.8453,31.87,32.49,7.52,690,720,,
479,2019_04_08 15:37:06,0.0785,-1.8437,7.3746,31.87,32.61,7.568,690,720,,
480,2019_04_08 15:37:07,1.8829,-1.4906,7.963,31.87,32.55,7.031,720,660,,
481,2019_04_08 15:37:08,1.3729,-0.5099,8.2768,31.83,32.53,6.836,660,720,,
482,2019_04_08 15:37:09,1.1376,-1.9221,7.6492,31.87,32.55,6.836,720,720,,
483,2019_04_08 15:37:10,2.7851,-1.8437,8.2376,31.89,32.59,7.471,660,720,,
484,2019_04_08 15:37:11,2.0006,-1.3337,8.3553,31.83,32.59,7.764,720,720,,
485,2019_04_08 15:37:12,2.7851,-0.4707,8.5514,31.87,32.49,6.738,720,660,,
486,2019_04_08 15:37:13,1.1376,-2.6282,8.1199,31.83,32.59,6.885,660,720,,
487,2019_04_08 15:37:14,3.3343,-1.4514,8.316,31.87,32.61,7.129,720,720,,
488,2019_04_08 15:37:15,1.0591,-2.7066,8.1984,31.83,32.55,6.738,660,720,,
489,2019_04_08 15:37:16,1.1376,-1.3337,7.8845,31.87,32.53,-0.342,300,240,,
490,2019_04_08 16:06:50,2.9812,-3.3343,8.3553,31.59,31.75,8.105,840,780,,
491,2019_04_08 16:06:51,4.3934,-1.5691,8.4337,31.65,31.71,8.887,780,840,,
492,2019_04_08 16:06:51,1.9613,-2.5105,8.1199,31.63,31.71,8.789,780,840,,
493,2019_04_08 16:06:52,0.1961,-1.9221,7.3354,31.63,31.75,8.838,840,780,,
494,2019_04_08 16:06:52,6.5116,-0.4707,8.5514,31.59,31.67,8.545,780,840,,
495,2019_04_08 16:06:53,5.2564,-1.0983,8.7475,31.67,31.67,8.301,780,780,,
496,2019_04_08 16:06:53,-0.2354,-1.6867,8.0807,31.63,31.69,8.105,840,780,,
497,2019_04_08 16:06:54,-2.1182,-2.1575,7.2177,31.63,31.81,8.887,780,840,,
498,2019_04_08 16:06:54,3.805,-0.5884,8.316,31.63,31.77,8.789,780,840,,
499,2019_04_08 16:06:55,1.8829,-1.4514,7.8845,31.59,31.71,8.838,840,780,,
500,2019_04_08 16:06:56,0.7061,-2.3144,8.5514,31.57,31.81,8.545,780,840,,
501,2019_04_08 16:06:56,0.9807,-0.9807,8.1591,31.63,31.71,8.301,780,780,,
502,2019_04_08 16:06:57,1.0199,-2.9812,7.2569,31.67,31.69,8.105,810,810,,
503,2019_04_08 16:06:57,0.1177,-1.3729,7.9238,31.67,31.75,7.813,780,840,,
504,2019_04_08 16:06:58,1.9613,-2.3536,7.7669,31.63,31.75,8.545,780,780,,
505,2019_04_08 16:06:58,3.5304,-1.1768,7.8453,31.65,31.69,8.594,780,780,,
506,2019_04_08 16:06:59,1.2945,-1.1376,9.1006,31.65,31.69,8.057,780,840,,
507,2019_04_08 16:06:59,0.9414,-2.1182,8.4729,31.65,31.71,8.643,780,780,,
508,2019_04_08 16:07:00,-0.7453,1.7652,6.8647,31.65,31.63,7.91,780,780,,
509,2019_04_08 16:07:00,0.1961,-0.1961,8.5906,31.65,31.75,8.301,780,840,,
510,2019_04_08 16:07:01,0.863,0.0392,7.3746,31.67,31.69,8.447,780,780,,
511,2019_04_08 16:07:02,0.3138,-0.353,7.7276,31.63,31.81,8.105,780,780,,
512,2019_04_08 16:07:02,0.353,-2.3144,7.4138,31.63,31.71,8.447,780,780,,
513,2019_04_08 16:07:03,3.9227,-1.3729,8.826,31.65,31.71,8.545,780,780,,
514,2019_04_08 16:07:04,-0.7061,-2.589,7.4923,31.67,31.83,8.447,750,780,,
515,2019_04_08 16:07:05,-0.863,0.1177,8.6299,31.65,31.77,7.813,750,780,,
516,2019_04_08 16:07:06,1.0983,-1.4906,7.61,31.65,31.75,8.447,780,780,,
517,2019_04_08 16:07:07,-1.8044,-2.3928,7.6884,31.65,31.81,7.666,780,780,,
518,2019_04_08 16:07:08,0.7061,-0.9022,7.6492,31.65,31.77,7.373,780,780,,
519,2019_04_08 16:07:09,0.6276,-3.1381,7.8061,31.59,31.77,7.227,750,780,,
520,2019_04_08 16:07:10,-0.5884,-1.1768,7.4531,31.65,31.91,7.861,750,780,,
521,2019_04_08 16:07:11,0.5884,-1.4122,7.6492,31.65,31.81,7.91,780,780,,
522,2019_04_08 16:07:12,0.7061,-1.0199,8.2376,31.67,31.81,7.959,780,780,,
523,2019_04_08 16:07:13,-1.2553,-2.1967,8.0415,31.67,31.81,7.666,720,780,,
524,2019_04_08 16:07:14,-0.3923,-2.3144,8.1984,31.67,31.83,7.373,780,780,,
525,2019_04_08 16:07:15,4.0011,-1.4906,7.9238,31.63,31.89,8.057,780,780,,
526,2019_04_08 16:07:16,2.4713,-1.2945,7.3746,31.65,31.85,7.617,720,780,,
527,2019_04_08 16:07:17,2.8243,-3.295,8.3553,31.63,31.91,8.105,780,750,,
528,2019_04_08 16:07:18,-1.4906,-0.863,7.6884,31.65,31.85,8.203,720,750,,
529,2019_04_08 16:07:19,1.726,-1.2553,8.4337,31.65,31.89,8.301,780,780,,
530,2019_04_08 16:07:20,-0.1177,-4.1188,7.2961,31.67,31.83,7.275,720,780,,
531,2019_04_08 16:07:21,2.7851,-1.5691,8.3945,31.67,31.85,8.398,780,780,,
532,2019_04_08 16:07:22,-0.5884,0.2746,7.4923,31.69,31.83,7.324,750,750,,
533,2019_04_08 16:07:23,1.9221,0.6276,8.7083,31.67,31.83,7.666,750,750,,
534,2019_04_08 16:07:24,0.3923,-1.8437,7.6884,31.67,31.83,7.764,780,780,,
535,2019_04_08 16:07:25,0.4315,-3.0597,7.2961,31.65,31.91,8.252,720,780,,
536,2019_04_08 16:07:26,0.7453,-0.1569,8.1984,31.69,31.95,8.105,750,750,,
537,2019_04_08 16:07:27,2.3928,0.2746,8.0415,31.67,31.91,7.227,750,750,,
538,2019_04_08 16:07:28,1.216,-1.4906,7.0216,31.69,31.97,7.275,720,780,,
539,2019_04_08 16:07:29,0.5099,-1.2945,8.1199,31.69,31.95,7.861,780,780,,
540,2019_04_08 16:07:30,-0.0785,-2.1967,7.5315,31.67,31.91,7.617,720,720,,
541,2019_04_08 16:07:31,4.9033,0.3138,8.9044,31.65,31.97,7.275,780,780,,
542,2019_04_08 16:07:32,0.863,-0.5492,7.9238,31.67,31.95,8.105,720,750,,
543,2019_04_08 16:07:33,0.1569,-1.8437,7.6492,31.67,31.91,8.203,720,750,,
544,2019_04_08 16:07:34,0.5884,-0.863,7.7276,31.67,31.91,7.471,780,780,,
545,2019_04_08 16:07:35,0.7845,-2.942,8.1199,31.69,31.99,7.813,720,720,,
546,2019_04_08 16:07:36,-0.3923,-2.7066,7.8453,31.69,32.09,7.813,780,780,,
547,2019_04_08 16:07:37,1.3337,-1.6475,8.0415,31.69,31.99,8.398,720,720,,
548,2019_04_08 16:07:38,0.6276,0.9414,7.5315,31.67,32.03,7.959,720,780,,
549,2019_04_08 16:07:39,2.1182,-1.8437,8.0807,31.69,32.03,7.617,720,720,,
550,2019_04_08 16:07:40,0.3923,-1.3729,8.316,31.67,31.99,7.129,780,780,,
551,2019_04_08 16:07:41,-0.1177,0.4315,7.7669,31.67,31.97,7.227,720,750,,
552,2019_04_08 16:07:42,0.3923,0.3923,8.0022,31.71,32.03,7.959,720,750,,
553,2019_04_08 16:07:43,1.1376,1.4906,7.8061,31.69,31.99,7.91,720,720,,
554,2019_04_08 16:07:44,-1.6083,-0.9807,8.0807,31.67,31.97,7.861,780,780,,
555,2019_04_08 16:07:45,1.0983,-1.9613,7.8845,31.71,31.97,7.91,720,720,,
556,2019_04_08 16:07:46,0.353,-2.5497,7.9238,31.71,32.09,7.422,720,780,,
557,2019_04_08 16:07:47,1.216,-0.7061,7.963,31.71,32.09,7.91,720,720,,
558,2019_04_08 16:07:48,-0.0785,-3.0989,7.7276,31.69,31.99,7.52,720,750,,
559,2019_04_08 16:07:49,-1.3729,-1.6083,7.2569,31.69,32.11,7.422,750,750,,
560,2019_04_08 16:07:50,4.7856,-1.0199,9.0221,31.69,32.13,7.227,750,720,,
561,2019_04_08 16:07:51,0.3923,-0.1569,8.5122,31.71,32.03,7.227,720,780,,
562,2019_04_08 16:07:52,2.1182,-2.5105,7.7276,31.71,32.09,7.617,720,720,,
563,2019_04_08 16:07:53,-0.4315,0.1177,7.9238,31.71,32.09,7.178,720,750,,
564,2019_04_08 16:07:54,0,-0.3138,8.1199,31.71,32.05,6.934,720,750,,
565,2019_04_08 16:07:55,0.4707,-1.5691,7.5707,31.69,32.03,7.666,750,720,,
566,2019_04_08 16:07:56,2.7851,-0.3923,8.6691,31.67,32.11,7.861,750,780,,
567,2019_04_08 16:07:57,-0.0785,-0.9807,7.8061,31.69,32.11,7.373,720,720,,
568,2019_04_08 16:07:58,1.4906,1.0591,7.5707,31.69,32.13,7.08,720,720,,
569,2019_04_08 16:07:59,0.6669,-1.2945,7.6884,31.69,32.17,6.982,720,750,,
570,2019_04_08 16:08:00,0.8238,0.0785,7.6884,31.69,32.17,7.861,720,750,,
571,2019_04_08 16:08:01,3.0204,-0.2354,8.3945,31.71,32.11,8.008,720,720,,
572,2019_04_08 16:08:02,0.2354,-2.6674,7.9238,31.69,32.09,7.715,720,720,,
573,2019_04_08 16:08:03,1.1376,-1.4514,7.61,31.75,32.19,7.227,720,750,,
574,2019_04_08 16:08:04,1.6083,-1.216,8.1984,31.69,32.17,7.129,720,750,,
575,2019_04_08 16:08:05,0.3923,-1.8437,7.6884,31.69,32.13,7.666,720,720,,
576,2019_04_08 16:08:06,1.4514,-0.8238,7.6884,31.71,32.17,8.301,720,720,,
577,2019_04_08 16:08:07,-0.5492,-2.2359,7.6884,31.71,32.19,7.715,720,720,,
578,2019_04_08 16:08:08,1.6867,-2.6282,8.3945,31.69,32.17,8.105,720,780,,
579,2019_04_08 16:08:09,1.6083,-1.9221,8.5514,31.67,32.17,7.666,720,720,,
580,2019_04_08 16:08:10,2.0006,-0.2746,8.1591,31.69,32.19,7.422,720,720,,
581,2019_04_08 16:08:11,2.0398,-2.0006,7.7276,31.67,32.13,7.617,720,720,,
582,2019_04_08 16:08:12,-1.216,-3.5696,6.8647,31.73,32.17,8.008,720,720,,
583,2019_04_08 16:08:13,1.8044,-1.9613,7.8845,31.69,32.19,7.275,720,780,,
584,2019_04_08 16:08:14,0.3923,-2.432,8.0022,31.67,32.13,7.031,720,720,,
585,2019_04_08 16:08:15,1.7652,-2.079,7.9238,31.73,32.25,8.008,720,720,,
586,2019_04_08 16:08:16,2.079,-0.7453,8.4337,31.69,32.27,7.227,690,720,,
587,2019_04_08 16:08:17,1.3337,-1.5298,7.8453,31.71,32.33,6.982,690,720,,
588,2019_04_08 16:08:18,1.1768,-0.6276,8.7475,31.71,32.27,7.715,720,720,,
589,2019_04_08 16:08:19,0.9807,-1.4122,8.1199,31.69,32.21,7.129,720,750,,
590,2019_04_08 16:08:20,3.1381,-0.9022,8.4337,31.71,32.27,7.129,720,720,,
591,2019_04_08 16:08:21,1.1376,-0.7061,7.7276,31.71,32.21,7.861,720,750,,
592,2019_04_08 16:08:22,1.4122,-1.216,7.8061,31.71,32.31,7.227,720,720,,
593,2019_04_08 16:08:23,-1.0199,-2.1182,7.8061,31.71,32.19,6.982,720,720,,
594,2019_04_08 16:08:24,1.6867,-2.0006,8.3553,31.73,32.25,7.471,720,720,,
595,2019_04_08 16:08:25,1.6867,-2.079,8.5514,31.73,32.25,7.764,720,720,,
596,2019_04_08 16:08:26,-0.5099,-0.6276,8.0022,31.71,32.31,8.105,660,720,,
597,2019_04_08 16:08:27,-0.3138,-1.6083,7.4138,31.69,32.17,7.959,720,720,,
598,2019_04_08 16:08:28,0.1177,-2.1575,7.3746,31.71,32.17,7.764,720,720,,
599,2019_04_08 16:08:29,1.2945,-2.5105,7.963,31.71,32.27,7.422,720,750,,
600,2019_04_08 16:08:30,1.1768,-0.9414,7.61,31.69,32.31,7.422,720,750,,
601,2019_04_08 16:08:31,0.2746,0.6276,7.6884,31.71,32.31,7.91,720,720,,
602,2019_04_08 16:08:32,1.0983,-3.4519,8.1199,31.71,32.33,8.008,690,720,,
603,2019_04_08 16:08:33,2.1575,-3.0597,8.4337,31.73,32.21,6.982,690,720,,
604,2019_04_08 16:08:34,0.2354,-2.3928,8.0807,31.73,32.31,7.324,720,720,,
605,2019_04_08 16:08:35,1.6083,-0.8238,8.3945,31.73,32.35,7.959,720,720,,
606,2019_04_08 16:08:36,0.863,-0.6276,7.6492,31.71,32.21,7.178,720,720,,
607,2019_04_08 16:08:37,-0.1961,-2.942,7.6884,31.73,32.31,7.959,720,720,,
608,2019_04_08 16:08:38,-0.2354,-2.1967,7.8845,31.71,32.21,6.787,660,720,,
609,2019_04_08 16:08:39,0.6669,-0.9414,8.0807,31.71,32.21,7.617,720,720,,
610,2019_04_08 16:08:40,-0.2354,-0.9807,7.8061,31.73,32.21,7.471,720,720,,
611,2019_04_08 16:08:41,-1.216,-1.8829,7.2569,31.71,32.33,7.178,720,720,,
612,2019_04_08 16:08:42,1.5691,-1.5298,8.0022,31.73,32.31,7.959,690,720,,
613,2019_04_08 16:08:43,-1.5298,-4.1972,7.6884,31.73,32.33,6.836,690,720,,
614,2019_04_08 16:08:44,2.0398,-1.4122,8.0022,31.69,32.27,7.715,720,720,,
615,2019_04_08 16:08:45,0.863,-0.8238,7.6492,31.69,32.35,7.08,720,720,,
616,2019_04_08 16:08:46,0.7845,-2.5497,7.8061,31.69,32.31,6.787,660,720,,
617,2019_04_08 16:08:47,2.589,0.5884,8.5122,31.71,32.39,6.885,720,720,,
618,2019_04_08 16:08:48,2.3536,-1.6083,8.3945,31.71,32.35,6.787,720,690,,
619,2019_04_08 16:08:49,1.0591,-1.7652,8.2768,31.71,32.41,7.178,690,720,,
620,2019_04_08 16:08:50,0.5492,0.863,7.7669,31.73,32.35,7.275,690,690,,
621,2019_04_08 16:08:51,0.2746,-1.9221,7.6492,31.73,32.35,7.031,720,720,,
622,2019_04_08 16:08:52,-0.9414,-2.3536,8.0807,31.73,32.33,6.738,720,720,,
623,2019_04_08 16:08:53,0.9414,-1.9221,7.3354,31.71,32.41,7.471,660,720,,
624,2019_04_08 16:08:54,2.9028,-2.9028,8.5122,31.71,32.45,6.982,720,720,,
625,2019_04_08 16:08:55,-0.1961,-1.0591,7.8453,31.75,32.47,7.715,690,720,,
626,2019_04_08 16:08:56,-0.0392,-1.6083,7.6492,31.71,32.39,6.934,690,720,,
627,2019_04_08 16:08:57,-0.1177,-2.6282,7.5707,31.75,32.39,7.568,720,720,,
628,2019_04_08 16:08:58,0.6276,0.7453,7.963,31.73,32.41,6.787,690,690,,
629,2019_04_08 16:08:59,2.0006,-0.6276,8.1984,31.73,32.45,7.422,690,690,,
630,2019_04_08 16:09:00,0.7845,-1.726,8.2376,31.73,32.33,6.592,720,720,,
631,2019_04_08 16:09:01,1.8437,-2.0006,8.0415,31.71,32.41,6.689,660,720,,
632,2019_04_08 16:09:02,2.2359,0.3138,8.1591,31.75,32.35,6.885,720,720,,
633,2019_04_08 16:09:03,0.3923,-1.4122,7.5315,31.73,32.41,7.91,690,720,,
634,2019_04_08 16:09:04,1.726,-1.2945,7.8453,31.73,32.47,7.91,690,660,,
635,2019_04_08 16:09:05,1.8044,-1.7652,8.1199,31.73,32.41,7.617,780,720,,
636,2019_04_08 16:09:06,0.2746,-1.9613,7.4138,31.71,32.41,6.982,660,720,,
637,2019_04_08 16:09:07,1.7652,-2.3144,8.2768,31.71,32.45,7.52,720,720,,
638,2019_04_08 16:09:08,1.8044,-1.5691,7.9238,31.71,32.45,7.08,660,660,,
639,2019_04_08 16:09:09,1.8044,-0.5884,8.2376,31.71,32.45,7.324,720,720,,
