RefNo,Time_Stamp,X_Acceleration,Y_Acceleration,Z_Acceleration,AmbientTemp,BeltTemp,MotorCurrent,DrivenRPM,DriveRPM,,
640,2019_04_08 16:09:10,0.1961,0.5099,7.4531,31.73,32.39,7.764,660,720,,
641,2019_04_08 16:09:11,2.4713,-1.0591,8.1591,31.73,32.45,7.666,720,690,,
642,2019_04_08 16:09:12,-0.2354,-1.5298,7.5315,31.73,32.35,7.275,660,690,,
643,2019_04_08 16:09:13,2.432,-1.5298,8.7868,31.73,32.45,7.129,720,720,,
644,2019_04_08 16:09:14,1.0199,-2.3928,7.4923,31.71,32.39,7.129,660,720,,
645,2019_04_08 16:09:15,1.5298,-0.4707,7.8453,31.75,32.39,6.885,780,660,,
646,2019_04_08 16:09:16,0.8238,-2.1967,8.1591,31.73,32.41,7.031,660,720,,
647,2019_04_08 16:09:17,0.353,-2.8243,7.1392,31.75,32.45,7.568,720,720,,
648,2019_04_08 16:09:18,-0.1177,-0.2746,7.6884,31.71,32.47,6.934,660,720,,
649,2019_04_08 16:09:19,1.3337,-1.4514,7.9238,31.77,32.49,6.738,720,660,,
650,2019_04_08 16:09:20,-0.0785,-1.9613,7.3746,31.71,32.53,7.031,660,720,,
651,2019_04_08 16:09:21,0.4707,-0.353,8.2376,31.73,32.47,7.568,720,720,,
652,2019_04_08 16:09:22,1.6867,-2.0006,8.316,31.73,32.41,7.031,660,660,,
653,2019_04_08 16:09:23,-1.216,-0.9022,7.2961,31.75,32.47,7.129,720,720,,
654,2019_04_08 16:09:24,0.7845,-0.1569,7.4923,31.75,32.47,7.227,660,720,,
655,2019_04_08 16:09:25,0.7453,-0.8238,7.8453,31.73,32.53,7.178,690,660,,
656,2019_04_08 16:09:26,0.6669,-2.432,7.2569,31.73,32.45,6.787,690,720,,
657,2019_04_08 16:09:27,1.5691,-0.6669,7.5315,31.73,32.49,7.129,660,720,,
658,2019_04_08 16:09:28,-0.5099,-2.1575,7.4531,31.75,32.47,7.715,720,660,,
659,2019_04_08 16:09:29,2.0398,-0.0392,8.1199,31.75,32.49,6.787,660,720,,
660,2019_04_08 16:09:30,1.2945,-1.726,7.6884,31.73,32.53,7.227,720,720,,
661,2019_04_08 16:09:31,0.5492,-1.5298,8.0022,31.75,32.53,0.342,660,660,,
682,2019_04_08 16:20:37,-0.3923,-0.7453,7.6884,31.87,31.85,8.105,870,930,,
683,2019_04_08 16:20:40,-0.8238,-2.3144,7.2961,31.91,31.95,7.91,840,840,,
684,2019_04_08 16:20:41,1.2553,-2.079,8.2376,31.89,31.97,7.373,840,870,,
685,2019_04_08 16:20:42,1.726,-0.9022,9.0221,31.87,31.97,7.227,840,870,,
686,2019_04_08 16:20:43,-0.4707,0.3923,8.2768,31.89,31.97,7.129,840,840,,
687,2019_04_08 16:20:44,1.9613,-1.5691,8.2376,31.87,31.95,7.227,840,870,,
688,2019_04_08 16:20:45,0.7845,-1.3337,7.5707,31.89,31.99,7.959,840,870,,
689,2019_04_08 16:20:46,2.079,-1.6867,7.9238,31.89,31.99,7.666,840,840,,
690,2019_04_08 16:20:47,-0.0392,-0.353,7.6884,31.91,31.91,7.764,840,840,,
691,2019_04_08 16:20:48,-0.0785,-1.8437,7.61,31.87,32.05,7.471,840,900,,
692,2019_04_08 16:20:49,-1.1376,-2.0006,7.2569,31.89,31.99,7.227,840,840,,
693,2019_04_08 16:20:50,-1.6083,-1.8044,7.4138,31.83,31.95,7.764,840,840,,
694,2019_04_08 16:20:51,4.6287,-1.6475,8.0415,31.87,32.09,7.324,840,840,,
695,2019_04_08 16:20:52,1.7652,-1.0983,8.0022,31.87,31.99,8.008,840,840,,
696,2019_04_08 16:20:53,1.8829,-2.1575,8.1591,31.83,31.97,7.52,780,840,,
697,2019_04_08 16:20:54,2.0006,-1.2553,8.0415,31.89,32.03,7.129,840,840,,
698,2019_04_08 16:20:55,4.0011,-0.9807,8.7868,31.87,31.99,6.982,840,870,,
699,2019_04_08 16:20:56,1.1768,-3.3735,7.8061,31.89,32.11,7.861,840,870,,
700,2019_04_08 16:20:57,1.0591,-1.2945,7.6492,31.87,32.13,7.813,840,840,,
701,2019_04_08 16:20:58,1.7652,-2.6282,8.3553,31.83,32.03,7.373,780,840,,
702,2019_04_08 16:20:59,0.0392,-0.4707,7.7276,31.81,32.05,7.324,840,840,,
703,2019_04_08 16:21:00,0.7453,-1.0591,7.7276,31.89,32.13,7.666,840,840,,
704,2019_04_08 16:21:01,0.9807,-2.0006,7.4531,31.87,32.09,7.08,780,840,,
705,2019_04_08 16:21:02,0.4315,-1.4514,8.2376,31.87,32.11,7.178,840,840,,
706,2019_04_08 16:21:03,1.6475,-1.5298,7.8453,31.83,32.05,7.813,840,840,,
707,2019_04_08 16:21:04,-0.353,-2.7066,7.5707,31.83,32.09,7.52,780,840,,
708,2019_04_08 16:21:05,0.7845,-2.079,8.4337,31.87,32.11,6.982,840,780,,
709,2019_04_08 16:21:06,1.4906,-0.3923,7.8453,31.83,32.11,7.129,810,840,,
710,2019_04_08 16:21:07,1.1768,-0.6276,7.5707,31.83,32.11,7.617,810,840,,
711,2019_04_08 16:21:08,1.2945,-2.7851,7.9238,31.89,32.19,7.764,840,840,,
712,2019_04_08 16:21:09,2.1575,-1.8044,8.0807,31.83,32.17,6.885,780,840,,
713,2019_04_08 16:21:10,0.9807,-0.4315,7.7669,31.87,32.17,7.129,840,840,,
714,2019_04_08 16:21:11,0.8238,-1.2945,8.1984,31.87,32.17,7.715,780,780,,
715,2019_04_08 16:21:12,1.0199,-1.5691,8.0022,31.87,32.21,7.324,840,840,,
716,2019_04_08 16:21:13,0.5492,-0.7845,7.7276,31.81,32.21,6.738,780,840,,
717,2019_04_08 16:21:14,2.1967,0,8.3945,31.89,32.27,7.52,840,840,,
718,2019_04_08 16:21:15,3.6481,-0.9807,8.9044,31.87,32.25,6.934,780,780,,
719,2019_04_08 16:21:16,3.295,-1.5691,8.1199,31.89,32.21,6.689,780,840,,
720,2019_04_08 16:21:17,4.7072,-1.3729,7.8845,31.87,32.25,7.373,840,840,,
721,2019_04_08 16:21:18,0.0785,-0.7453,8.0415,31.89,32.27,7.324,780,840,,
722,2019_04_08 16:21:19,0.5099,-2.6282,7.6884,31.89,32.33,7.617,840,780,,
723,2019_04_08 16:21:20,0.0785,-1.9613,7.8061,31.89,32.31,6.982,780,840,,
724,2019_04_08 16:21:21,0.7845,0.1569,8.2376,31.89,32.25,7.471,840,840,,
725,2019_04_08 16:21:22,0.4707,-0.8238,7.8845,31.89,32.25,6.885,780,780,,
726,2019_04_08 16:21:23,3.1774,-2.1182,8.7083,31.89,32.19,6.934,780,840,,
727,2019_04_08 16:21:24,-0.7453,-1.726,8.1984,31.89,32.27,7.178,840,840,,
728,2019_04_08 16:21:25,0.5492,-2.079,7.7669,31.87,32.27,7.52,780,780,,
729,2019_04_08 16:21:26,1.1768,-1.8044,7.7276,31.89,32.31,6.982,780,840,,
730,2019_04_08 16:21:27,1.726,-0.5099,8.1591,31.83,32.39,7.422,840,840,,
731,2019_04_08 16:21:28,1.0983,-2.8635,7.6884,31.89,32.35,7.471,780,780,,
732,2019_04_08 16:21:29,1.0199,-2.1182,7.9238,31.87,32.41,7.666,780,840,,
733,2019_04_08 16:21:30,-0.2746,-2.3144,7.3746,31.89,32.33,6.738,810,780,,
734,2019_04_08 16:21:31,0.5884,-0.5099,8.4729,31.89,32.41,7.617,810,840,,
735,2019_04_08 16:21:32,0.7845,-4.1972,7.6492,31.91,32.41,6.592,780,810,,
736,2019_04_08 16:21:33,-0.5099,-1.4514,7.8845,31.89,32.47,7.715,780,810,,
737,2019_04_08 16:21:34,2.0398,-0.7845,8.0415,31.87,32.31,7.031,840,840,,
738,2019_04_08 16:21:35,1.2553,-0.7453,7.963,31.89,32.41,7.617,780,780,,
739,2019_04_08 16:21:36,1.3337,-0.9022,7.5707,31.91,32.35,7.568,780,840,,
740,2019_04_08 16:21:37,0.0392,-0.4707,7.6492,31.89,32.33,6.543,810,780,,
741,2019_04_08 16:21:38,2.5105,-1.6083,8.5514,31.87,32.39,7.764,810,840,,
742,2019_04_08 16:21:39,-0.3138,-0.3923,7.5315,31.89,32.39,7.031,780,810,,
743,2019_04_08 16:21:40,0.0785,-2.432,7.8061,31.89,32.47,6.787,780,810,,
744,2019_04_08 16:21:41,2.3536,-3.2558,8.316,31.89,32.41,7.178,840,840,,
745,2019_04_08 16:21:42,2.9812,-1.2945,8.3945,31.93,32.45,7.275,780,780,,
746,2019_04_08 16:21:43,1.0983,-0.5492,7.7276,31.87,32.47,7.52,780,840,,
747,2019_04_08 16:21:44,1.726,-0.8238,7.8061,31.89,32.47,6.494,780,780,,
748,2019_04_08 16:21:45,4.7072,0.1569,8.5122,31.93,32.53,7.52,780,840,,
749,2019_04_08 16:21:46,2.2751,-1.0983,7.963,31.91,32.53,6.885,810,780,,
750,2019_04_08 16:21:47,-0.3923,-2.079,7.7669,31.91,32.49,7.373,810,810,,
751,2019_04_08 16:21:48,-0.0392,-1.2553,7.7669,31.91,32.55,6.885,780,810,,
752,2019_04_08 16:21:49,2.2359,-0.863,8.4729,31.93,32.61,6.934,780,810,,
753,2019_04_08 16:21:50,0.9022,-2.0398,7.963,31.91,32.59,7.715,780,810,,
754,2019_04_08 16:21:51,-0.0392,-0.9022,7.5707,31.87,32.55,7.422,780,780,,
755,2019_04_08 16:21:52,0.7061,-2.8243,7.3746,31.91,32.61,7.422,840,840,,
756,2019_04_08 16:21:53,1.4122,-1.8437,8.0022,31.93,32.61,7.227,780,780,,
757,2019_04_08 16:21:54,1.5298,-3.0989,8.1591,31.93,32.61,7.52,780,840,,
758,2019_04_08 16:21:55,0.7061,-1.7652,8.1199,31.91,32.59,6.641,780,780,,
759,2019_04_08 16:21:56,0.1177,-1.6475,7.6884,31.93,32.61,6.982,780,780,,
760,2019_04_08 16:21:57,0.1177,-0.2354,8.5514,31.93,32.61,6.738,780,840,,
761,2019_04_08 16:21:58,1.9613,-2.0398,8.3553,31.91,32.61,7.227,780,780,,
762,2019_04_08 16:21:59,2.3928,-2.0006,8.3553,31.93,32.63,7.471,780,840,,
763,2019_04_08 16:22:00,0.1569,-2.589,7.2961,31.91,32.63,7.666,780,780,,
764,2019_04_08 16:22:01,0.863,-1.8044,7.8061,31.93,32.61,6.543,780,780,,
765,2019_04_08 16:22:02,0.4315,-2.6674,7.2961,31.95,32.59,6.738,840,840,,
766,2019_04_08 16:22:03,1.0983,-1.5298,7.4531,31.93,32.63,7.568,780,780,,
767,2019_04_08 16:22:04,-0.3923,-1.1768,8.1591,31.91,32.55,7.52,780,780,,
768,2019_04_08 16:22:05,1.6083,-0.8238,8.5906,31.93,32.61,6.641,780,840,,
769,2019_04_08 16:22:06,1.5691,-1.6083,7.963,31.93,32.55,7.275,780,780,,
770,2019_04_08 16:22:07,0.3138,-1.9613,7.4923,31.93,32.61,7.617,780,780,,
771,2019_04_08 16:22:08,3.4912,-1.6867,8.1591,31.91,32.67,7.764,780,840,,
772,2019_04_08 16:22:09,-0.3138,-0.1569,7.61,31.93,32.61,7.373,780,780,,
773,2019_04_08 16:22:10,0.9807,-0.7061,8.0415,31.93,32.59,6.641,780,780,,
774,2019_04_08 16:22:11,0.1961,-1.6867,7.2177,31.95,32.63,7.227,780,840,,
775,2019_04_08 16:22:12,2.7851,-2.5497,8.1199,31.95,32.71,6.689,780,780,,
776,2019_04_08 16:22:13,2.079,-1.2945,7.8845,31.93,32.69,7.617,780,780,,
777,2019_04_08 16:22:14,0.4707,-1.6083,7.5707,31.95,32.67,6.348,780,840,,
778,2019_04_08 16:22:15,1.9613,-0.8238,7.6884,31.93,32.67,7.373,780,780,,
779,2019_04_08 16:22:16,1.1768,-1.5691,8.1984,31.95,32.63,7.373,780,780,,
780,2019_04_08 16:22:17,0,-1.726,7.2569,31.93,32.63,7.178,780,810,,
781,2019_04_08 16:22:18,3.1774,-1.8437,7.7276,31.93,32.63,7.129,780,810,,
782,2019_04_08 16:22:19,-1.4514,-1.8044,7.0216,31.95,32.67,7.666,780,780,,
783,2019_04_08 16:22:20,2.5497,-0.3923,8.826,31.95,32.69,6.689,780,780,,
784,2019_04_08 16:22:21,3.3343,-1.1768,8.0415,31.93,32.81,7.373,780,780,,
785,2019_04_08 16:22:22,0.8238,-1.8044,7.5315,31.93,32.71,6.445,780,840,,
786,2019_04_08 16:22:23,1.5298,-2.1575,8.1199,31.95,32.81,7.422,780,780,,
787,2019_04_08 16:22:24,2.0398,0.1177,8.4337,31.95,32.77,6.592,780,780,,
788,2019_04_08 16:22:25,0.9022,-1.4906,7.61,31.95,32.67,7.08,750,780,,
789,2019_04_08 16:22:26,1.0199,-2.6674,7.4531,31.91,32.63,7.422,780,810,,
790,2019_04_08 16:22:27,2.1967,-0.7061,8.0807,31.93,32.75,6.885,750,810,,
791,2019_04_08 16:22:28,-0.0785,-0.1961,7.3746,31.93,32.69,7.129,780,780,,
792,2019_04_08 16:22:29,-1.3337,-2.2359,7.2569,31.93,32.75,7.275,780,780,,
793,2019_04_08 16:22:30,1.3337,-1.4906,8.1984,31.97,32.77,6.396,780,780,,
794,2019_04_08 16:22:31,1.3729,-1.8829,8.1984,31.97,32.69,6.934,780,780,,
795,2019_04_08 16:22:32,3.9619,-2.1575,8.5514,31.97,32.85,6.934,720,780,,
796,2019_04_08 16:22:33,0.1961,-2.2359,7.6884,31.99,32.83,6.836,780,780,,
797,2019_04_08 16:22:34,1.1768,-2.1575,8.0415,31.95,32.77,7.275,780,780,,
798,2019_04_08 16:22:35,1.5691,-1.6475,8.316,31.95,32.71,7.422,780,780,,
799,2019_04_08 16:22:36,-1.7652,-1.5691,7.5315,31.97,32.71,7.129,720,780,,
800,2019_04_08 16:22:37,0.6669,-2.9812,7.3746,31.93,32.77,6.885,780,780,,
801,2019_04_08 16:22:38,0.1177,-0.3923,8.1199,31.95,32.77,6.738,780,780,,
802,2019_04_08 16:22:39,0.7845,-1.8044,7.8453,31.97,32.81,7.568,780,780,,
803,2019_04_08 16:22:40,-0.1569,-2.1575,7.8453,31.95,32.75,6.982,750,780,,
804,2019_04_08 16:22:41,3.6481,-2.1967,7.7276,31.95,32.77,6.787,750,810,,
805,2019_04_08 16:22:42,0.4707,-2.7066,7.6492,31.93,32.91,6.738,720,810,,
806,2019_04_08 16:22:43,2.0006,-2.2751,8.0807,31.97,33.03,6.885,720,780,,
807,2019_04_08 16:22:44,2.9028,-0.7061,9.1398,31.93,33.03,6.396,720,780,,
808,2019_04_08 16:22:45,-0.7061,-2.1575,6.9039,31.95,32.97,7.275,720,780,,
809,2019_04_08 16:22:46,2.6674,1.0591,8.3945,31.93,33.03,7.471,720,840,,
810,2019_04_08 16:22:47,1.726,0.0392,7.2569,31.93,33.07,6.543,660,780,,
811,2019_04_08 16:22:48,2.4713,-1.6083,8.2768,31.99,33.11,6.982,720,780,,
812,2019_04_08 16:22:49,2.3928,-1.0591,7.8453,31.95,33.03,6.348,720,720,,
813,2019_04_08 16:22:50,1.3337,-1.4514,8.0415,31.97,33.11,7.422,660,780,,
814,2019_04_08 16:22:51,2.8243,-2.6282,8.0415,31.97,33.11,7.227,720,810,,
815,2019_04_08 16:22:52,0.2354,-1.6867,7.5315,31.97,33.07,6.152,720,810,,
816,2019_04_08 16:22:53,0,0.3138,7.8845,31.99,33.21,-0.195,660,750,,
817,2019_04_08 16:22:54,1.1768,-1.6083,7.9238,31.99,33.11,-0.195,180,210,,
819,2019_04_08 16:23:31,2.1182,-0.5099,8.4729,31.99,32.99,7.275,750,810,,
820,2019_04_08 16:23:34,3.2558,-1.6475,8.9044,31.99,32.99,6.982,720,780,,
821,2019_04_08 16:23:35,0.7061,-0.7845,7.8453,31.95,32.89,6.982,720,840,,
822,2019_04_08 16:23:36,-0.3138,-1.0983,7.1,31.99,33.03,6.689,720,780,,
823,2019_04_08 16:23:37,0.2746,-2.0006,7.8061,31.97,33.11,6.885,720,780,,
824,2019_04_08 16:23:38,-0.7061,-3.1381,7.2177,31.97,33.13,7.568,720,840,,
825,2019_04_08 16:23:39,1.9221,-1.0199,7.7276,32.01,33.07,6.836,720,780,,
826,2019_04_08 16:23:40,-1.3729,-0.9022,7.5315,32.01,32.91,6.445,720,810,,
827,2019_04_08 16:23:41,-0.0785,-0.4315,7.6884,31.99,33.11,6.641,720,810,,
828,2019_04_08 16:23:42,1.216,0.4707,7.963,32.01,33.11,6.836,720,780,,
829,2019_04_08 16:23:43,0.7061,-1.6867,7.7276,31.99,32.97,7.471,720,780,,
830,2019_04_08 16:23:44,0.6276,-0.7845,7.6884,31.99,33.03,6.494,720,840,,
831,2019_04_08 16:23:45,2.9812,-0.7061,8.2768,32.05,33.13,7.471,690,780,,
832,2019_04_08 16:23:46,2.5497,-2.942,8.0415,32.03,33.21,6.885,690,780,,
833,2019_04_08 16:23:47,-0.0785,-2.1182,6.5901,31.99,33.13,6.494,720,780,,
834,2019_04_08 16:23:48,3.6088,0.1177,8.3945,32.01,33.07,7.031,720,840,,
835,2019_04_08 16:23:49,1.9221,-2.3928,8.4337,32.01,33.21,6.689,720,750,,
836,2019_04_08 16:23:50,2.0398,-0.6276,7.8061,32.01,33.07,7.178,690,810,,
837,2019_04_08 16:23:51,-0.7061,0.5099,6.9823,32.03,33.07,6.396,690,780,,
838,2019_04_08 16:23:52,0.8238,-0.7453,8.2768,32.09,33.25,7.031,720,780,,
839,2019_04_08 16:23:53,0.7845,-1.726,7.0608,32.05,33.25,7.568,720,780,,
840,2019_04_08 16:23:54,-2.942,-1.3337,7.0216,32.05,33.11,6.494,720,780,,
841,2019_04_08 16:23:55,2.0398,-2.5497,8.4729,32.09,33.13,7.129,720,840,,
842,2019_04_08 16:23:56,1.3337,-2.7459,8.1199,32.03,33.11,7.324,660,780,,
843,2019_04_08 16:23:57,1.3729,-0.9022,8.4337,32.05,33.13,7.227,720,780,,
844,2019_04_08 16:23:58,0.1569,-2.2359,7.7669,32.05,33.17,7.275,720,780,,
845,2019_04_08 16:23:59,2.1575,-1.5691,8.2768,32.05,33.17,7.227,720,780,,
846,2019_04_08 16:24:00,2.7851,-2.1575,8.0807,32.09,33.13,7.129,690,780,,
847,2019_04_08 16:24:01,0.8238,-2.9028,7.3354,32.09,33.25,7.324,690,780,,
848,2019_04_08 16:24:02,-0.9807,-0.5492,6.7077,32.09,33.19,6.738,720,780,,
849,2019_04_08 16:24:03,-2.1182,-2.7066,6.747,32.11,33.07,7.324,720,780,,
850,2019_04_08 16:24:04,1.5298,-1.8829,8.1984,32.09,33.19,6.299,660,780,,
851,2019_04_08 16:24:05,0.8238,-0.9414,7.6884,32.17,33.25,6.592,720,780,,
852,2019_04_08 16:24:06,0.4707,-0.9414,7.3354,32.11,33.27,7.471,720,780,,
853,2019_04_08 16:24:07,3.4519,-2.0006,8.6691,32.13,33.19,7.373,660,780,,
854,2019_04_08 16:24:08,0.7845,-1.8044,8.0807,32.13,33.25,-0.195,540,600,,
859,2019_04_08 16:57:55,1.8829,-1.6083,8.0415,32.13,32.05,7.373,900,960,,
860,2019_04_08 16:57:56,4.5111,-0.6669,8.5906,32.09,32.11,7.373,900,900,,
861,2019_04_08 16:57:56,1.9221,-1.6475,7.9238,32.11,32.05,8.105,900,930,,
862,2019_04_08 16:57:57,-0.5492,-1.5298,7.61,32.11,32.05,7.227,900,930,,
863,2019_04_08 16:57:57,1.726,-0.863,8.7475,32.11,31.99,7.031,900,930,,
864,2019_04_08 16:57:58,-0.5884,-1.8437,7.8453,32.13,32.11,7.129,900,930,,
865,2019_04_08 16:57:58,0.4315,-1.726,7.6492,32.11,32.05,7.373,900,960,,
866,2019_04_08 16:57:59,2.079,-2.589,8.316,32.13,32.09,7.373,900,900,,
867,2019_04_08 16:58:00,-0.353,-0.0392,8.1984,32.11,32.11,8.105,900,930,,
868,2019_04_08 16:58:00,0.5099,-1.0983,7.7276,32.11,32.05,7.227,900,930,,
869,2019_04_08 16:58:01,0.3138,-1.1376,8.3553,32.13,32.11,7.031,900,930,,
870,2019_04_08 16:58:01,-1.1768,-3.6088,7.8061,32.13,32.11,7.129,900,930,,
871,2019_04_08 16:58:02,1.5691,-3.3343,7.8845,32.13,32.11,7.324,930,930,,
872,2019_04_08 16:58:02,0.8238,-2.2751,8.0415,32.11,32.11,7.08,900,960,,
873,2019_04_08 16:58:03,4.3934,-0.7845,8.7868,32.13,32.11,7.324,900,900,,
874,2019_04_08 16:58:03,-1.1768,-0.8238,8.826,32.13,32.11,7.91,900,900,,
875,2019_04_08 16:58:04,1.8044,-1.3337,8.3553,32.11,32.09,7.031,900,930,,
876,2019_04_08 16:58:04,0.4707,-1.0983,8.0022,32.13,32.11,6.982,900,930,,
877,2019_04_08 16:58:05,0.1177,-1.6475,9.0613,32.13,32.11,7.08,900,900,,
878,2019_04_08 16:58:06,2.3536,-1.2553,8.0415,32.11,32.13,6.885,870,900,,
879,2019_04_08 16:58:06,-1.2553,-1.3729,7.5707,32.09,32.09,7.764,870,960,,
880,2019_04_08 16:58:07,1.0983,-0.2746,7.3746,32.11,32.09,7.861,900,900,,
881,2019_04_08 16:58:07,-1.1768,-2.5497,7.8845,32.13,32.11,7.52,900,900,,
882,2019_04_08 16:58:08,0.8238,-0.1569,8.0807,32.11,32.17,7.715,900,900,,
883,2019_04_08 16:58:09,2.3144,-1.1768,8.6299,32.13,32.17,7.275,900,900,,
884,2019_04_08 16:58:10,0.6276,-2.3928,7.8845,32.13,32.13,8.154,870,900,,
885,2019_04_08 16:58:11,-0.2354,-0.0392,7.61,32.13,32.13,6.982,870,900,,
886,2019_04_08 16:58:12,-0.1961,-2.7066,7.963,32.11,32.17,7.666,900,900,,
887,2019_04_08 16:58:13,-0.5884,0.1569,7.8845,32.13,32.21,7.422,900,900,,
888,2019_04_08 16:58:14,-0.5492,-1.9613,8.3945,32.11,32.19,6.738,840,930,,
889,2019_04_08 16:58:15,0.1569,-2.0398,7.2177,32.09,32.19,7.861,900,900,,
890,2019_04_08 16:58:16,0,-2.6674,7.1,32.11,32.21,7.764,900,870,,
891,2019_04_08 16:58:17,-0.5884,-1.1768,7.6492,32.11,32.19,7.617,870,900,,
892,2019_04_08 16:58:18,2.6674,-0.6669,8.9829,32.11,32.27,7.373,870,900,,
893,2019_04_08 16:58:19,-0.8238,-1.7652,8.1591,32.11,32.21,7.764,900,900,,
894,2019_04_08 16:58:20,3.5304,-2.3144,8.5122,32.11,32.25,7.764,840,900,,
895,2019_04_08 16:58:21,1.6083,-1.3729,7.8061,32.09,32.25,6.836,900,900,,
896,2019_04_08 16:58:22,1.5691,-0.863,8.0807,32.13,32.27,6.885,900,900,,
897,2019_04_08 16:58:23,-0.1569,-3.0204,7.9238,32.11,32.27,7.129,840,900,,
898,2019_04_08 16:58:24,0.4315,0.2746,8.0807,32.13,32.33,7.471,900,900,,
899,2019_04_08 16:58:25,-0.2354,-0.7845,8.7083,32.11,32.35,7.617,840,900,,
900,2019_04_08 16:58:26,0.3138,-0.3923,8.2768,32.11,32.27,6.885,900,900,,
901,2019_04_08 16:58:27,0.9414,-1.0983,8.0415,32.11,32.35,7.91,900,900,,
902,2019_04_08 16:58:28,1.5691,0.4707,7.8061,32.11,32.33,6.982,840,870,,
903,2019_04_08 16:58:29,2.942,-0.5884,7.8453,32.11,32.35,7.471,900,870,,
909,2019_04_08 19:07:41,0.3138,1.1376,8.4729,31.75,31.47,7.861,930,990,,
910,2019_04_08 19:07:44,0.1177,-3.9227,7.4531,31.73,31.49,7.471,960,960,,
911,2019_04_08 19:07:45,1.5691,-1.3337,8.4729,31.75,31.53,7.617,900,900,,
912,2019_04_08 19:07:46,0.9022,-1.1768,8.0807,31.75,31.49,8.008,960,960,,
913,2019_04_08 19:07:47,0.8238,-1.1768,7.963,31.73,31.49,7.568,900,960,,
914,2019_04_08 19:07:48,4.5111,-1.3337,8.9437,31.77,31.57,8.105,900,960,,
915,2019_04_08 19:07:49,1.1768,-3.0204,8.5122,31.77,31.49,8.057,960,900,,
916,2019_04_08 19:07:50,1.5298,-1.2553,8.2376,31.77,31.61,7.861,900,960,,
917,2019_04_08 19:07:51,0,-1.3337,7.1,31.75,31.61,7.178,900,960,,
918,2019_04_08 19:07:52,1.2553,-2.0006,8.1984,31.73,31.57,7.91,960,900,,
919,2019_04_08 19:07:53,1.5691,-3.5696,7.8453,31.75,31.63,8.252,900,960,,
920,2019_04_08 19:07:54,-0.0392,-3.6873,7.5707,31.75,31.61,8.105,900,960,,
921,2019_04_08 19:07:55,1.0199,-2.079,7.8453,31.77,31.69,7.129,960,900,,
922,2019_04_08 19:07:56,2.2751,-0.2354,9.4144,31.73,31.57,7.666,900,960,,
923,2019_04_08 19:07:57,1.7652,-1.1376,7.1785,31.75,31.69,8.057,900,900,,
924,2019_04_08 19:07:58,-1.5691,-3.295,7.2569,31.73,31.63,7.52,900,960,,
925,2019_04_08 19:07:59,2.432,-1.0591,8.5514,31.77,31.69,7.861,960,930,,
926,2019_04_08 19:08:00,4.6287,-0.8238,8.6691,31.79,31.75,7.617,900,930,,
927,2019_04_08 19:08:01,-0.3138,-2.8635,7.2961,31.75,31.69,7.178,900,930,,
928,2019_04_08 19:08:02,-0.5884,-0.5492,7.0216,31.75,31.71,7.324,900,930,,
