RefNo,Time_Stamp,X_Acceleration,Y_Acceleration,Z_Acceleration,AmbientTemp,BeltTemp,MotorCurrent,DrivenRPM,DriveRPM,,
929,2019_04_08 19:08:03,3.0204,-1.4514,7.6884,31.75,31.75,7.617,900,960,,
930,2019_04_08 19:08:04,2.1575,1.0199,8.9044,31.77,31.75,7.813,900,900,,
931,2019_04_08 19:08:05,2.6674,-1.8829,8.2376,31.75,31.69,7.568,900,900,,
932,2019_04_08 19:08:06,2.0006,0.5099,7.6492,31.75,31.75,7.08,930,960,,
933,2019_04_08 19:08:07,1.0199,0.353,7.4923,31.75,31.75,7.617,900,900,,
934,2019_04_08 19:08:08,0.0785,-1.4514,7.8845,31.75,31.77,7.617,930,900,,
935,2019_04_08 19:08:09,1.4122,-1.5298,7.61,31.77,31.77,7.031,900,960,,
936,2019_04_08 19:08:10,2.2751,-2.1967,7.7276,31.77,31.77,8.057,900,900,,
937,2019_04_08 19:08:11,2.5497,-1.4514,7.8061,31.77,31.77,6.885,870,900,,
938,2019_04_08 19:08:12,1.0983,0.8238,7.2569,31.73,31.75,7.227,930,960,,
939,2019_04_08 19:08:13,3.0597,-1.7652,7.963,31.79,31.77,7.08,870,900,,
940,2019_04_08 19:08:14,2.1575,0.4707,8.1199,31.75,31.85,6.934,870,900,,
941,2019_04_08 19:08:15,1.8829,-2.0006,8.1199,31.73,31.83,6.885,900,900,,
942,2019_04_08 19:08:16,0.3138,-0.863,8.7475,31.77,31.77,6.885,900,960,,
943,2019_04_08 19:08:17,-0.353,0,7.6492,31.77,31.81,7.08,900,900,,
944,2019_04_08 19:08:18,1.1376,-3.4519,7.4138,31.75,31.89,7.91,900,900,,
945,2019_04_08 19:08:19,1.7652,-0.7061,8.4337,31.77,31.83,7.813,900,900,,
946,2019_04_08 19:08:20,1.4122,-1.3337,9.179,31.79,31.89,7.715,900,900,,
947,2019_04_08 19:08:21,-0.4707,-2.7066,6.6293,31.79,31.91,7.227,900,960,,
948,2019_04_08 19:08:22,4.0796,-2.9812,8.1199,31.77,31.89,7.031,840,900,,
949,2019_04_08 19:08:23,0.9414,-2.7066,8.5122,31.75,31.85,7.08,900,900,,
950,2019_04_08 19:08:24,-0.7453,-1.6867,8.0415,31.77,31.83,7.813,900,900,,
951,2019_04_08 19:08:25,0.1177,0.9022,8.2376,31.77,31.97,7.471,900,900,,
952,2019_04_08 19:08:26,0.3923,-1.4906,8.0415,31.79,31.89,7.959,900,900,,
953,2019_04_08 19:08:27,-0.2746,-2.8243,7.0608,31.77,31.95,6.982,840,900,,
954,2019_04_08 19:08:28,-2.1182,-2.079,8.0807,31.77,31.97,6.885,900,900,,
955,2019_04_08 19:08:29,2.1575,-3.5696,7.61,31.79,31.99,7.471,900,930,,
956,2019_04_08 19:08:30,0.7845,-0.6276,7.1785,31.79,32.03,6.982,900,930,,
957,2019_04_08 19:08:31,1.8044,-2.0398,7.9238,31.75,31.89,7.324,840,900,,
958,2019_04_08 19:08:32,0.0785,-1.6475,8.0022,31.79,32.03,6.934,900,900,,
959,2019_04_08 19:08:33,1.1376,-2.1967,7.6492,31.75,32.05,6.934,900,900,,
960,2019_04_08 19:08:34,-1.0983,-0.1177,7.4531,31.79,32.05,7.324,840,900,,
961,2019_04_08 19:08:35,0.1177,-1.1768,7.2961,31.79,32.09,6.982,900,900,,
962,2019_04_08 19:08:36,3.6088,0.353,8.826,31.81,31.99,7.08,900,900,,
963,2019_04_08 19:08:37,2.3144,-1.4906,7.8061,31.77,32.11,5.957,840,840,,
964,2019_04_08 19:08:38,0.7845,-1.0591,7.7669,31.81,32.13,6.348,780,780,,
965,2019_04_08 19:08:39,-1.4514,-0.9414,7.2177,31.81,32.05,6.201,720,720,,
966,2019_04_08 19:08:40,2.942,-0.5492,9.0221,31.79,32.05,6.787,690,720,,
967,2019_04_08 19:08:41,0.353,-1.2945,7.1,31.79,32.05,7.227,690,720,,
968,2019_04_08 19:08:42,0.0392,-0.0785,7.7276,31.79,32.05,6.641,720,720,,
969,2019_04_08 19:08:43,0.4707,-1.6475,7.6492,31.77,32.09,7.129,720,720,,
970,2019_04_08 19:08:44,0.6669,-0.5492,7.2961,31.79,32.09,6.152,690,720,,
971,2019_04_08 19:08:45,-0.1177,-0.4707,7.0216,31.81,32.05,6.982,690,720,,
972,2019_04_08 19:08:46,-0.1569,-1.6083,7.4138,31.79,32.03,6.348,720,720,,
973,2019_04_08 19:08:47,1.5298,-0.9022,7.9238,31.77,32.13,6.885,720,720,,
974,2019_04_08 19:08:48,1.7652,-0.1569,8.6299,31.79,32.11,6.494,660,720,,
975,2019_04_08 19:08:49,1.726,-0.0392,7.7276,31.79,32.13,6.934,720,720,,
976,2019_04_08 19:08:50,1.0199,-1.8437,7.963,31.79,32.09,6.738,720,720,,
977,2019_04_08 19:08:51,1.7652,-2.1575,8.5906,31.81,32.13,6.982,660,720,,
978,2019_04_08 19:08:52,1.1768,-1.8437,7.8453,31.77,32.09,7.031,720,720,,
979,2019_04_08 19:08:53,0.7061,0.6276,7.7276,31.81,32.13,6.445,720,720,,
980,2019_04_08 19:08:54,1.4514,-1.0983,8.2376,31.79,32.19,7.031,660,720,,
981,2019_04_08 19:08:55,3.0989,-1.5691,8.9044,31.77,32.21,6.934,720,690,,
982,2019_04_08 19:08:56,-0.6276,-1.7652,7.3746,31.79,32.13,6.934,720,690,,
983,2019_04_08 19:08:57,0.9022,-2.5497,7.4138,31.83,32.25,7.031,660,720,,
984,2019_04_08 19:08:58,1.5691,-0.5099,8.7475,31.83,32.21,7.129,720,720,,
985,2019_04_08 19:08:59,1.5691,-1.1376,8.316,31.79,32.17,6.787,660,720,,
986,2019_04_08 19:09:00,2.079,-2.079,7.61,31.79,32.25,6.738,720,720,,
987,2019_04_08 19:09:01,0.3138,-1.7652,7.7669,31.79,32.19,6.348,720,720,,
988,2019_04_08 19:09:02,2.6674,-1.9221,7.963,31.77,32.19,6.836,660,720,,
989,2019_04_08 19:09:03,2.1182,-2.0006,8.5906,31.79,32.19,6.25,720,720,,
990,2019_04_08 19:09:04,1.6475,-2.2751,7.8061,31.77,32.19,6.787,720,720,,
991,2019_04_08 19:09:05,0.3138,-1.9613,7.2961,31.79,32.31,6.738,690,720,,
992,2019_04_08 19:09:06,0.3138,-1.8044,7.963,31.81,32.19,6.592,690,660,,
993,2019_04_08 19:09:07,-0.6276,-0.7061,7.3354,31.77,32.21,7.08,720,720,,
994,2019_04_08 19:09:08,0.9807,-1.6867,7.7276,31.79,32.21,6.299,660,720,,
995,2019_04_08 19:09:09,-0.1177,-2.3536,8.0022,31.81,32.19,6.934,720,720,,
996,2019_04_08 19:09:10,2.3144,-1.1376,8.316,31.81,32.27,6.836,720,720,,
997,2019_04_08 19:09:11,1.216,-1.5691,7.9238,31.81,32.31,7.178,660,720,,
998,2019_04_08 19:09:12,1.4514,-1.9613,7.8453,31.79,32.21,7.275,720,720,,
999,2019_04_08 19:09:13,0.6669,-0.5884,8.4729,31.79,32.27,6.445,660,690,,
1000,2019_04_08 19:09:14,-0.4315,-2.3536,7.3746,31.81,32.19,6.982,720,690,,
1001,2019_04_08 19:09:15,3.0597,-0.6276,7.8061,31.81,32.25,6.885,720,720,,
1002,2019_04_08 19:09:16,0.4707,-1.4906,8.2376,31.77,32.27,6.592,690,720,,
1003,2019_04_08 19:09:17,1.6867,-1.0199,7.7669,31.83,32.45,7.227,690,750,,
1004,2019_04_08 19:09:18,0.7453,-1.0199,8.1984,31.83,32.35,7.227,720,750,,
1005,2019_04_08 19:09:19,2.1967,-1.216,8.5122,31.79,32.39,7.031,720,720,,
1006,2019_04_08 19:09:20,0.9807,-0.7845,8.6691,31.81,32.31,6.592,720,720,,
1007,2019_04_08 19:09:21,-1.0983,-0.4707,8.0022,31.83,32.33,7.178,720,720,,
1008,2019_04_08 19:09:22,1.3729,-1.0983,7.6492,31.81,32.27,7.227,720,720,,
1009,2019_04_08 19:09:23,0.3923,-1.1768,8.0415,31.79,32.25,6.982,720,780,,
1010,2019_04_08 19:09:24,-0.7453,-3.0989,7.61,31.83,32.33,6.152,720,720,,
1011,2019_04_08 19:09:25,0.863,-1.2945,7.5707,31.81,32.41,7.324,720,720,,
1012,2019_04_08 19:09:26,0.1569,-1.2945,7.4531,31.81,32.31,6.836,720,720,,
1013,2019_04_08 19:09:27,0.6276,1.2553,8.2376,31.81,32.31,6.348,720,720,,
1014,2019_04_08 19:09:28,1.4122,-1.216,8.4729,31.87,32.49,6.006,720,780,,
1015,2019_04_08 19:09:29,1.8829,-1.8044,8.1199,31.81,32.33,7.08,720,720,,
1016,2019_04_08 19:09:30,0.2354,-2.1575,7.4923,31.81,32.39,6.25,720,720,,
1017,2019_04_08 19:09:31,0,-0.5099,7.7669,31.79,32.33,7.031,660,720,,
1018,2019_04_08 19:09:32,2.0006,-1.5298,8.0022,31.81,32.39,6.836,750,720,,
1019,2019_04_08 19:09:33,4.0011,-1.6475,8.4729,31.87,32.39,7.422,690,780,,
1020,2019_04_08 19:09:34,-2.3536,-2.3144,6.9431,31.83,32.33,7.275,720,720,,
1021,2019_04_08 19:09:35,-0.863,-0.1177,7.963,31.81,32.47,6.738,720,720,,
1022,2019_04_08 19:09:36,1.6083,-1.2945,7.8453,31.79,32.41,7.129,720,720,,
1023,2019_04_08 19:09:37,1.726,-1.0983,8.0415,31.83,32.47,7.129,720,720,,
1024,2019_04_08 19:09:38,1.5298,-2.0398,7.2961,31.81,32.39,6.738,720,720,,
1025,2019_04_08 19:09:39,-0.5492,-0.2354,8.1591,31.83,32.41,6.152,720,720,,
1026,2019_04_08 19:09:40,-0.1961,-0.5099,7.4531,31.81,32.47,7.178,720,780,,
1027,2019_04_08 19:09:41,1.0591,-1.7652,7.6492,31.79,32.45,6.396,720,720,,
1028,2019_04_08 19:09:42,-2.5105,-1.3729,6.7862,31.83,32.45,6.738,660,720,,
1029,2019_04_08 19:09:43,2.1182,0.1961,7.6884,31.79,32.45,6.201,720,720,,
1030,2019_04_08 19:09:44,0.7845,-2.1967,8.0807,31.83,32.45,7.178,720,720,,
1031,2019_04_08 19:09:45,0.4707,-1.1768,8.1199,31.83,32.39,6.836,720,720,,
1032,2019_04_08 19:09:46,-1.3729,-1.4514,7.3746,31.83,32.49,7.324,720,720,,
1033,2019_04_08 19:09:47,-0.0785,-2.2751,8.2768,31.83,32.55,6.055,720,720,,
1034,2019_04_08 19:09:48,0.2746,-0.1569,7.7276,31.83,32.49,6.885,720,780,,
1035,2019_04_08 19:09:49,0.5884,-2.1182,8.0807,31.83,32.47,6.836,690,720,,
1036,2019_04_08 19:09:50,1.8044,-1.8829,7.6884,31.83,32.53,7.373,690,720,,
1037,2019_04_08 19:09:51,-1.1768,-0.0392,7.4531,31.83,32.41,6.934,720,720,,
1038,2019_04_08 19:09:52,1.0199,-1.4514,7.8453,31.83,32.45,6.885,720,720,,
1039,2019_04_08 19:09:53,1.8437,0.4315,7.8061,31.83,32.45,7.227,720,720,,
1040,2019_04_08 19:09:54,3.3735,-3.0989,7.7276,31.83,32.49,7.031,720,720,,
1041,2019_04_08 19:09:55,1.4906,-1.4906,7.5707,31.83,32.53,6.348,720,720,,
1042,2019_04_08 19:09:56,-0.3923,-0.7845,7.3746,31.83,32.55,6.25,690,720,,
1043,2019_04_08 19:09:57,-0.5884,-2.079,7.4138,31.83,32.55,6.885,690,750,,
1044,2019_04_08 19:09:58,2.432,-1.2553,8.316,31.81,32.53,7.178,720,720,,
1045,2019_04_08 19:09:59,0.7453,-1.726,8.2376,31.83,32.49,7.129,720,750,,
1046,2019_04_08 19:10:00,0.2746,-0.7845,8.1199,31.83,32.53,7.129,720,720,,
1047,2019_04_08 19:10:01,0.5884,-0.5099,8.1984,31.83,32.53,7.031,720,720,,
1048,2019_04_08 19:10:02,1.9221,-1.2945,8.0022,31.83,32.59,6.934,660,720,,
1049,2019_04_08 19:10:03,0.0392,-1.3337,7.3746,31.83,32.55,7.129,720,720,,
1050,2019_04_08 19:10:04,0,-2.0398,7.61,31.87,32.55,7.373,720,720,,
1051,2019_04_08 19:10:05,1.6475,-3.2558,8.0807,31.83,32.53,6.543,720,720,,
1052,2019_04_08 19:10:06,-0.0392,-1.2553,7.7669,31.83,32.53,6.543,660,720,,
1053,2019_04_08 19:10:07,2.4713,-1.2945,7.7276,31.87,32.53,6.494,720,720,,
1054,2019_04_08 19:10:08,1.1768,-1.6475,8.0415,31.87,32.53,6.885,720,720,,
1055,2019_04_08 19:10:09,1.0983,-2.0006,8.0807,31.87,32.53,6.152,720,720,,
1056,2019_04_08 19:10:10,-1.0199,-1.5298,7.5315,31.87,32.55,6.836,720,720,,
1057,2019_04_08 19:10:11,1.8044,-2.5105,7.963,31.81,32.53,6.396,660,720,,
1058,2019_04_08 19:10:12,0.7061,-1.3337,7.6884,31.83,32.55,6.641,720,720,,
1059,2019_04_08 19:10:13,0.9414,-2.7851,7.1785,31.81,32.55,6.787,720,720,,
1060,2019_04_08 19:10:14,-0.0392,-2.1575,7.7276,31.79,32.59,6.396,660,720,,
1061,2019_04_08 19:10:15,0.5884,-1.7652,7.8845,31.81,32.55,6.201,720,720,,
1062,2019_04_08 19:10:16,0.5492,-0.7061,8.1199,31.87,32.59,6.348,720,720,,
1063,2019_04_08 19:10:17,1.4514,-0.1177,7.963,31.81,32.53,6.592,720,720,,
1064,2019_04_08 19:10:18,2.942,-1.7652,8.4337,31.83,32.55,7.129,660,720,,
1065,2019_04_08 19:10:19,0.0785,-1.216,7.8845,31.83,32.55,6.738,720,720,,
1066,2019_04_08 19:10:20,2.3536,-0.6276,7.7669,31.83,32.55,6.787,720,720,,
1067,2019_04_08 19:10:21,0.5492,-2.589,7.3746,31.87,32.61,6.152,660,720,,
1068,2019_04_08 19:10:22,1.4906,-0.4315,7.9238,31.83,32.53,6.592,720,690,,
1069,2019_04_08 19:10:23,1.2945,-2.1575,8.0415,31.87,32.63,6.982,720,690,,
1070,2019_04_08 19:10:24,1.726,-0.353,7.4923,31.81,32.55,6.055,660,720,,
1071,2019_04_08 19:10:25,1.1768,-0.1177,7.8061,31.81,32.55,6.982,720,720,,
1072,2019_04_08 19:10:26,1.4906,-2.3928,8.1591,31.83,32.55,6.201,720,720,,
1073,2019_04_08 19:10:27,-0.0392,-2.0398,7.61,31.83,32.55,6.836,660,720,,
1074,2019_04_08 19:10:28,-0.1961,-1.8829,7.7276,31.83,32.63,7.031,720,720,,
1075,2019_04_08 19:10:29,2.2751,-1.4906,7.8061,31.83,32.69,6.885,720,720,,
1076,2019_04_08 19:10:30,-0.863,-2.7851,7.8061,31.83,32.67,6.152,660,720,,
1077,2019_04_08 19:10:31,1.0983,-2.0006,8.0022,31.87,32.61,6.982,720,720,,
1078,2019_04_08 19:10:32,1.4122,-1.4514,8.3553,31.83,32.63,6.543,720,720,,
1079,2019_04_08 19:10:33,2.0006,-0.3923,7.8061,31.87,32.49,7.08,660,660,,
1080,2019_04_08 19:10:34,-0.0785,0.0785,7.7276,31.83,32.61,6.201,720,720,,
1081,2019_04_08 19:10:35,2.432,-1.2553,8.316,31.83,32.69,6.543,660,720,,
1082,2019_04_08 19:10:36,2.7459,-1.1768,8.5514,31.81,32.63,6.885,720,720,,
1083,2019_04_08 19:10:37,1.6475,-1.2945,7.9238,31.89,32.67,6.201,720,720,,
1084,2019_04_08 19:10:38,3.4127,-0.863,9.1006,31.87,32.81,6.104,660,720,,
1085,2019_04_08 19:10:39,1.5298,-0.4315,7.6884,31.87,32.81,6.445,720,660,,
1086,2019_04_08 19:10:40,1.4122,-0.5884,7.8061,31.83,32.71,6.201,660,720,,
1087,2019_04_08 19:10:41,3.5304,-0.5884,7.5315,31.87,32.67,6.494,720,720,,
1088,2019_04_08 19:10:42,1.5691,-2.1967,7.4531,31.83,32.59,7.031,660,720,,
1089,2019_04_08 19:10:43,-0.1569,-1.5298,7.61,31.87,32.63,6.396,720,720,,
1090,2019_04_08 19:10:44,1.4514,-2.8635,7.8845,31.87,32.69,6.152,720,690,,
1091,2019_04_08 19:10:45,1.2553,-0.863,8.0807,31.87,32.63,6.836,660,690,,
1092,2019_04_08 19:10:46,3.8442,-1.8437,8.0022,31.87,32.71,6.152,720,720,,
1093,2019_04_08 19:10:47,2.0006,-1.0983,8.4729,31.89,32.63,6.396,660,720,,
1094,2019_04_08 19:10:48,-0.0785,-2.3536,7.6492,31.83,32.67,6.299,720,720,,
1095,2019_04_08 19:10:49,2.5497,-2.8243,8.3553,31.87,32.75,6.543,660,660,,
1096,2019_04_08 19:10:50,0.1569,-2.0398,7.963,31.89,32.83,6.982,720,720,,
1097,2019_04_08 19:10:51,0.9807,-1.3729,7.4531,31.89,32.77,6.934,660,720,,
1098,2019_04_08 19:10:52,1.2553,-1.6083,7.963,31.87,32.81,6.689,720,720,,
1099,2019_04_08 19:10:53,0.5099,-2.5497,7.3354,31.83,32.71,6.006,660,660,,
1100,2019_04_08 19:10:54,1.1376,-1.8437,7.6884,31.87,32.77,6.885,720,720,,
1101,2019_04_08 19:10:55,1.5298,-1.0199,8.0807,31.87,32.71,6.396,660,720,,
1102,2019_04_08 19:10:56,3.0204,-1.216,7.8453,31.91,32.63,6.836,720,720,,
1103,2019_04_08 19:10:57,-0.5492,-1.6475,7.6492,31.89,32.69,6.543,720,720,,
1104,2019_04_08 19:10:58,2.0006,-1.0983,7.8453,31.87,32.67,6.445,660,660,,
1105,2019_04_08 19:10:59,-0.7453,-2.7066,7.8061,31.89,32.61,6.738,720,720,,
1106,2019_04_08 19:11:00,1.6083,-0.9807,8.9437,31.89,32.71,7.031,660,720,,
1107,2019_04_08 19:11:01,0.5492,-1.4906,7.6884,31.89,32.71,6.006,720,720,,
1108,2019_04_08 19:11:02,1.0983,-0.6276,7.8845,31.87,32.75,6.787,660,690,,
1109,2019_04_08 19:11:03,1.216,-3.2558,8.2768,31.91,32.77,6.055,720,690,,
1110,2019_04_08 19:11:04,0.7845,-2.0398,7.8061,31.91,32.71,6.592,660,720,,
1111,2019_04_08 19:11:05,1.8829,-1.9613,8.1199,31.87,32.71,6.055,720,720,,
1112,2019_04_08 19:11:06,3.7658,-1.2553,8.6299,31.87,32.83,6.152,660,660,,
1113,2019_04_08 19:11:07,2.4713,-0.0392,8.5122,31.91,32.69,7.031,690,720,,
1114,2019_04_08 19:11:08,3.4912,0.6669,8.9437,31.89,32.71,6.055,690,720,,
1115,2019_04_08 19:11:09,-0.5492,-0.9414,7.6884,31.87,32.69,6.641,660,660,,
1116,2019_04_08 19:11:10,0.9414,-1.216,7.8845,31.89,32.75,5.859,720,720,,
1117,2019_04_08 19:11:11,0.9807,-1.6475,7.8453,31.87,32.69,6.201,660,690,,
1118,2019_04_08 19:11:12,-0.8238,-1.1768,6.9039,31.89,32.77,6.152,660,690,,
1119,2019_04_08 19:11:13,2.2359,-2.1182,8.1591,31.91,32.89,6.934,720,720,,
1120,2019_04_08 19:11:14,2.942,-2.1182,8.1199,31.89,32.69,6.299,660,660,,
1121,2019_04_08 19:11:15,2.5105,-2.432,7.8061,31.91,32.83,6.885,720,720,,
1122,2019_04_08 19:11:16,1.9221,-0.7845,7.61,31.93,32.77,6.055,660,720,,
1123,2019_04_08 19:11:17,0.2746,-1.0591,7.9238,31.91,32.71,6.055,660,660,,
1124,2019_04_08 19:11:18,1.8044,-1.0199,7.8453,31.91,32.75,6.055,720,720,,
1125,2019_04_08 19:11:19,1.8044,-0.3138,8.6691,31.91,32.69,7.031,660,660,,
1126,2019_04_08 19:11:20,0.1961,0.0392,7.1785,31.93,32.71,6.25,660,720,,
1127,2019_04_08 19:11:21,2.1182,-0.9414,8.5514,31.89,32.69,6.787,720,720,,
1128,2019_04_08 19:11:22,1.0983,-2.589,7.8453,31.89,32.83,6.25,660,660,,
1129,2019_04_08 19:11:23,2.1967,-0.1569,8.5122,31.87,32.77,6.25,720,720,,
1130,2019_04_08 19:11:24,3.9619,-1.0199,7.963,31.91,32.75,6.592,660,690,,
1131,2019_04_08 19:11:25,0.8238,-1.726,7.5315,31.89,32.77,6.836,660,690,,
1132,2019_04_08 19:11:26,2.079,-2.8635,7.2569,31.91,32.85,6.592,720,720,,
1133,2019_04_08 19:11:27,-1.0591,-3.1381,7.7669,31.93,32.91,7.129,660,660,,
1134,2019_04_08 19:11:28,-0.7453,-1.2553,7.8453,31.91,32.75,6.689,690,720,,
1135,2019_04_08 19:11:29,1.216,-1.4122,7.3354,31.89,32.83,6.445,690,720,,
1136,2019_04_08 19:11:30,2.1182,-1.8437,7.7276,31.89,32.71,6.201,660,660,,
1137,2019_04_08 19:11:31,1.8829,-1.4514,8.4729,31.89,32.91,6.592,690,720,,
1138,2019_04_08 19:11:32,2.8243,-1.7652,7.963,31.91,32.77,6.836,690,660,,
1139,2019_04_08 19:11:33,0.0392,-1.4514,7.5707,31.89,32.83,6.738,660,720,,
1140,2019_04_08 19:11:34,0.0785,-3.295,7.61,31.89,32.85,6.787,660,660,,
1141,2019_04_08 19:11:35,1.2553,-0.9807,8.1591,31.87,32.81,6.543,720,720,,
1142,2019_04_08 19:11:36,2.079,-3.0204,7.61,31.89,32.77,6.299,660,660,,
1143,2019_04_08 19:11:37,-2.079,-2.1967,7.4531,31.89,32.75,6.055,660,720,,
1144,2019_04_08 19:11:38,0.6276,-1.0591,7.61,31.91,32.75,6.982,720,690,,
1145,2019_04_08 19:11:39,2.3928,-2.3536,7.8453,31.89,32.91,6.641,660,690,,
1146,2019_04_08 19:11:40,-1.1376,-1.6867,7.3746,31.89,32.81,6.152,660,690,,
1147,2019_04_08 19:11:41,3.0597,-1.3729,8.0022,31.89,32.75,6.592,660,690,,
1148,2019_04_08 19:11:42,0.3138,-1.216,8.0022,31.89,32.91,6.348,720,720,,
1149,2019_04_08 19:11:43,-0.5884,-2.3536,7.61,31.91,32.85,6.25,660,660,,
1150,2019_04_08 19:11:44,2.6674,-1.9221,8.1984,31.89,32.75,6.934,660,720,,
1151,2019_04_08 19:11:45,1.6083,0.4315,8.4729,31.91,32.99,6.201,720,660,,
1152,2019_04_08 19:11:46,-1.1768,-0.7061,7.6884,31.91,32.95,6.836,660,720,,
1153,2019_04_08 19:11:47,1.0199,-0.6276,7.9238,31.91,32.91,6.836,660,660,,
1154,2019_04_08 19:11:48,-0.5492,-0.9414,7.7669,31.91,32.97,6.006,660,720,,
1155,2019_04_08 19:11:49,1.0199,-0.3923,8.2376,31.91,32.85,6.348,720,660,,
1156,2019_04_08 19:11:50,1.7652,-2.1575,8.1591,31.93,32.75,6.006,660,720,,
1157,2019_04_08 19:11:51,2.2359,-0.9807,7.7276,31.91,32.83,6.836,660,660,,
1158,2019_04_08 19:11:52,-1.5298,-1.6475,7.963,31.91,32.91,6.006,660,720,,
1159,2019_04_08 19:11:53,2.589,-0.7453,8.1984,31.95,32.97,6.592,720,660,,
1160,2019_04_08 19:11:54,0.7061,-1.7652,7.8453,31.95,32.89,6.445,660,720,,
1161,2019_04_08 19:11:55,1.4122,-2.1182,8.2376,31.91,32.85,5.811,660,660,,
1162,2019_04_08 19:11:56,2.2359,-1.2553,7.8845,31.91,32.83,6.006,660,690,,
1163,2019_04_08 19:11:57,-0.6276,0.4315,7.6492,31.93,32.97,6.348,690,690,,
1164,2019_04_08 19:11:58,3.3735,-1.6083,8.316,31.93,32.89,6.494,690,660,,
1165,2019_04_08 19:11:59,0.5099,-1.0199,7.6492,31.91,32.89,5.908,660,720,,
1166,2019_04_08 19:12:00,1.5298,-1.9613,8.1199,31.91,32.83,6.396,660,660,,
1167,2019_04_08 19:12:01,0.0392,-1.2553,7.2569,31.91,32.89,7.031,660,690,,
1168,2019_04_08 19:12:02,0.6276,-1.2553,8.2768,31.93,32.91,6.299,660,690,,
1169,2019_04_08 19:12:03,1.2945,-2.0006,8.1199,31.91,32.85,6.592,690,660,,
1170,2019_04_08 19:12:04,0.0785,-1.4514,7.4923,31.93,32.77,6.836,690,720,,
1171,2019_04_08 19:12:05,1.9221,0.1177,7.6884,31.93,32.89,6.787,660,660,,
1172,2019_04_08 19:12:06,-1.9221,-0.5099,7.4138,31.95,32.95,6.348,660,690,,
1173,2019_04_08 19:12:07,1.4122,-1.4122,7.6492,31.91,32.85,6.006,660,690,,
1174,2019_04_08 19:12:08,2.3928,-0.7061,8.5514,31.91,32.83,6.885,660,660,,
1175,2019_04_08 19:12:09,1.6083,-1.8829,8.1591,31.91,32.85,6.641,660,720,,
1176,2019_04_08 19:12:10,1.6867,-2.1575,8.5906,31.93,32.99,5.957,660,660,,
1177,2019_04_08 19:12:11,1.6083,-1.4122,8.1591,31.91,32.91,6.25,690,660,,
1178,2019_04_08 19:12:12,0,-2.1575,7.7276,31.91,32.81,6.201,690,720,,
1179,2019_04_08 19:12:13,3.0989,0.2354,8.5514,31.93,33.03,6.641,660,660,,
1180,2019_04_08 19:12:14,2.2751,-2.9812,8.2376,31.93,33.03,6.494,660,660,,
1181,2019_04_08 19:12:15,2.1575,-1.1768,8.0807,31.95,32.89,6.396,660,660,,
1182,2019_04_08 19:12:16,2.3144,-1.2945,8.3553,31.91,32.95,6.543,660,720,,
1183,2019_04_08 19:12:17,1.6475,-4.0796,8.316,31.93,32.95,7.08,660,660,,
1184,2019_04_08 19:12:18,1.8437,-1.9613,7.963,31.95,32.97,6.543,660,660,,
1185,2019_04_08 19:12:19,-0.1569,-1.9221,7.2569,31.93,32.91,-0.195,540,540,,